Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Romania,2006-01-01,,,,,
Saint Barthlemy,2006-01-01,,,,,
Saint Helena,2006-01-01,,,,,
Saint Martin (French part),2006-01-01,,,,,
Saint Pierre and Miquelon,2006-01-01,,,,,
San Marino,2006-01-01,,,,,
Serbia,2006-01-01,,,,,
Singapore,2006-01-01,,,,,
Sint Maarten (Dutch part),2006-01-01,,,,,
Slovakia,2006-01-01,,,,,
Slovenia,2006-01-01,,,,,
Spain,2006-01-01,,,,,
Sweden,2006-01-01,,,,,
Switzerland,2006-01-01,,,,,
Taiwan,2006-01-01,,,,,
Ukraine,2006-01-01,,,,,
United Kingdom,2006-01-01,,,,,
United States,2006-01-01,,,,,
United States Virgin Islands,2006-01-01,,,,,
Uruguay,2006-01-01,,,,,
Vatican,2006-01-01,,,,,
American Samoa,2007-01-01,,,,,
Andorra,2007-01-01,,,,,
Antigua and Barbuda,2007-01-01,,,,,
Argentina,2007-01-01,,,,,
Aruba,2007-01-01,,,,,
Australia,2007-01-01,,,,,
Austria,2007-01-01,,,,,
Barbados,2007-01-01,,,,,
Belarus,2007-01-01,,,,,
Belgium,2007-01-01,,,,,
Bermuda,2007-01-01,,,,,
Bonaire Sint Eustatius and Saba,2007-01-01,,,,,
Bulgaria,2007-01-01,,,,,
Canada,2007-01-01,,,,,
Costa Rica,2007-01-01,,,,,
Croatia,2007-01-01,,,,,
Cuba,2007-01-01,,,,,
Curacao,2007-01-01,,,,,
Cyprus,2007-01-01,,,,,
Czechia,2007-01-01,,,,,
Denmark,2007-01-01,,,,,
Estonia,2007-01-01,,,,,
Faeroe Islands,2007-01-01,,,,,
Finland,2007-01-01,,,,,
France,2007-01-01,,,,,
Germany,2007-01-01,,,,,
Gibraltar,2007-01-01,,,,,
Greece,2007-01-01,,,,,
Guernsey,2007-01-01,,,,,
Hong Kong,2007-01-01,,,,,
Hungary,2007-01-01,,,,,
Iceland,2007-01-01,,,,,
Ireland,2007-01-01,,,,,
Isle of Man,2007-01-01,,,,,
Israel,2007-01-01,,,,,
Italy,2007-01-01,,,,,
Japan,2007-01-01,,,,,
Jersey,2007-01-01,,,,,
Latvia,2007-01-01,,,,,
Liechtenstein,2007-01-01,,,,,
Lithuania,2007-01-01,,,,,
Luxembourg,2007-01-01,,,,,
Macao,2007-01-01,,,,,
Malta,2007-01-01,,,,,
Martinique,2007-01-01,,,,,
Monaco,2007-01-01,,,,,
Montenegro,2007-01-01,,,,,
Netherlands,2007-01-01,,,,,
New Zealand,2007-01-01,,,,,
Northern Mariana Islands,2007-01-01,,,,,
Norway,2007-01-01,,,,,
Poland,2007-01-01,,,,,
Portugal,2007-01-01,,,,,
Puerto Rico,2007-01-01,,,,,
Romania,2007-01-01,,,,,
Saint Barthlemy,2007-01-01,,,,,
Saint Helena,2007-01-01,,,,,
Saint Martin (French part),2007-01-01,,,,,
Saint Pierre and Miquelon,2007-01-01,,,,,
San Marino,2007-01-01,,,,,
Serbia,2007-01-01,,,,,
Singapore,2007-01-01,,,,,
Sint Maarten (Dutch part),2007-01-01,,,,,
Slovakia,2007-01-01,,,,,
Slovenia,2007-01-01,,,,,
Spain,2007-01-01,,,,,
Sweden,2007-01-01,,,,,
Switzerland,2007-01-01,,,,,
Taiwan,2007-01-01,,,,,
Ukraine,2007-01-01,,,,,
United Kingdom,2007-01-01,,,,,
United States,2007-01-01,,,,,
United States Virgin Islands,2007-01-01,,,,,
Uruguay,2007-01-01,,,,,
Vatican,2007-01-01,,,,,
American Samoa,2008-01-01,,,,,
Andorra,2008-01-01,,,,,
Antigua and Barbuda,2008-01-01,,,,,
Argentina,2008-01-01,,,,,
Aruba,2008-01-01,,,,,
Australia,2008-01-01,,,,,
Austria,2008-01-01,,,,,
Barbados,2008-01-01,,,,,
Belarus,2008-01-01,,,,,
Belgium,2008-01-01,,,,,
Bermuda,2008-01-01,,,,,
Bonaire Sint Eustatius and Saba,2008-01-01,,,,,
Bulgaria,2008-01-01,,,,,
Canada,2008-01-01,,,,,
Costa Rica,2008-01-01,,,,,
Croatia,2008-01-01,,,,,
Cuba,2008-01-01,,,,,
Curacao,2008-01-01,,,,,
Cyprus,2008-01-01,,,,,
Czechia,2008-01-01,,,,,
Denmark,2008-01-01,,,,,
Estonia,2008-01-01,,,,,
Faeroe Islands,2008-01-01,,,,,
Finland,2008-01-01,,,,,
France,2008-01-01,,,,,
Germany,2008-01-01,,,,,
Gibraltar,2008-01-01,,,,,
Greece,2008-01-01,,,,,
Guernsey,2008-01-01,,,,,
Hong Kong,2008-01-01,,,,,
Hungary,2008-01-01,,,,,
Iceland,2008-01-01,,,,,
Ireland,2008-01-01,,,,,
Isle of Man,2008-01-01,,,,,
Israel,2008-01-01,,,,,
Italy,2008-01-01,,,,,
Japan,2008-01-01,,,,,
Jersey,2008-01-01,,,,,
Latvia,2008-01-01,,,,,
Liechtenstein,2008-01-01,,,,,
Lithuania,2008-01-01,,,,,
Luxembourg,2008-01-01,,,,,
Macao,2008-01-01,,,,,
Malta,2008-01-01,,,,,
Martinique,2008-01-01,,,,,
Monaco,2008-01-01,,,,,
Montenegro,2008-01-01,,,,,
Netherlands,2008-01-01,,,,,
New Zealand,2008-01-01,,,,,
Northern Mariana Islands,2008-01-01,,,,,
Norway,2008-01-01,,,,,
Poland,2008-01-01,,,,,
Portugal,2008-01-01,,,,,
Puerto Rico,2008-01-01,,,,,
Romania,2008-01-01,,,,,
Saint Barthlemy,2008-01-01,,,,,
Saint Helena,2008-01-01,,,,,
Saint Martin (French part),2008-01-01,,,,,
Saint Pierre and Miquelon,2008-01-01,,,,,
San Marino,2008-01-01,,,,,
Serbia,2008-01-01,,,,,
Singapore,2008-01-01,,,,,
Sint Maarten (Dutch part),2008-01-01,,,,,
Slovakia,2008-01-01,,,,,
Slovenia,2008-01-01,,,,,
Spain,2008-01-01,,,,,
Sweden,2008-01-01,,,,,
Switzerland,2008-01-01,,,,,
Taiwan,2008-01-01,,,,,
Ukraine,2008-01-01,,,,,
United Kingdom,2008-01-01,,,,,
United States,2008-01-01,,,,,
United States Virgin Islands,2008-01-01,,,,,
Uruguay,2008-01-01,,,,,
Vatican,2008-01-01,,,,,
American Samoa,2009-01-01,,,,,
Andorra,2009-01-01,,,,,
Antigua and Barbuda,2009-01-01,,,,,
Argentina,2009-01-01,,,,,
Aruba,2009-01-01,,,,,
Australia,2009-01-01,,,,,
Austria,2009-01-01,,,,,
Barbados,2009-01-01,,,,,
Belarus,2009-01-01,,,,,
Belgium,2009-01-01,,,,,
Bermuda,2009-01-01,,,,,
Bonaire Sint Eustatius and Saba,2009-01-01,,,,,
Bulgaria,2009-01-01,,,,,
Canada,2009-01-01,,,,,
Costa Rica,2009-01-01,,,,,
Croatia,2009-01-01,,,,,
Cuba,2009-01-01,,,,,
Curacao,2009-01-01,,,,,
Cyprus,2009-01-01,,,,,
Czechia,2009-01-01,,,,,
Denmark,2009-01-01,,,,,
Estonia,2009-01-01,,,,,
Faeroe Islands,2009-01-01,,,,,
Finland,2009-01-01,,,,,
France,2009-01-01,,,,,
Germany,2009-01-01,,,,,
Gibraltar,2009-01-01,,,,,
Greece,2009-01-01,,,,,
Guernsey,2009-01-01,,,,,
Hong Kong,2009-01-01,,,,,
Hungary,2009-01-01,,,,,
Iceland,2009-01-01,,,,,
Ireland,2009-01-01,,,,,
Isle of Man,2009-01-01,,,,,
Israel,2009-01-01,,,,,
Italy,2009-01-01,,,,,
Japan,2009-01-01,,,,,
Jersey,2009-01-01,,,,,
Latvia,2009-01-01,,,,,
Liechtenstein,2009-01-01,,,,,
Lithuania,2009-01-01,,,,,
Luxembourg,2009-01-01,,,,,
Macao,2009-01-01,,,,,
Malta,2009-01-01,,,,,
Martinique,2009-01-01,,,,,
Monaco,2009-01-01,,,,,
Montenegro,2009-01-01,,,,,
Netherlands,2009-01-01,,,,,
New Zealand,2009-01-01,,,,,
Northern Mariana Islands,2009-01-01,,,,,
Norway,2009-01-01,,,,,
Poland,2009-01-01,,,,,
Portugal,2009-01-01,,,,,
Puerto Rico,2009-01-01,,,,,
Romania,2009-01-01,,,,,
Saint Barthlemy,2009-01-01,,,,,
Saint Helena,2009-01-01,,,,,
Saint Martin (French part),2009-01-01,,,,,
Saint Pierre and Miquelon,2009-01-01,,,,,
San Marino,2009-01-01,,,,,
Serbia,2009-01-01,,,,,
Singapore,2009-01-01,,,,,
Sint Maarten (Dutch part),2009-01-01,,,,,
Slovakia,2009-01-01,,,,,
Slovenia,2009-01-01,,,,,
Spain,2009-01-01,,,,,
Sweden,2009-01-01,,,,,
Switzerland,2009-01-01,,,,,
Taiwan,2009-01-01,,,,,
Ukraine,2009-01-01,,,,,
United Kingdom,2009-01-01,,,,,
United States,2009-01-01,,,,,
United States Virgin Islands,2009-01-01,,,,,
Uruguay,2009-01-01,,,,,
Vatican,2009-01-01,,,,,
American Samoa,2010-01-01,,,,,
Andorra,2010-01-01,,,,,
Antigua and Barbuda,2010-01-01,,,,,
Argentina,2010-01-01,,,,,
Aruba,2010-01-01,,,,,
Australia,2010-01-01,,,,,
Austria,2010-01-01,,,,,
Barbados,2010-01-01,,,,,
Belarus,2010-01-01,,,,,
Belgium,2010-01-01,,,,,
Bermuda,2010-01-01,,,,,
Bonaire Sint Eustatius and Saba,2010-01-01,,,,,
Bulgaria,2010-01-01,,,,,
Canada,2010-01-01,,,,,
Costa Rica,2010-01-01,,,,,
Croatia,2010-01-01,,,,,
Cuba,2010-01-01,,,,,
Curacao,2010-01-01,,,,,
Cyprus,2010-01-01,,,,,
Czechia,2010-01-01,,,,,
Denmark,2010-01-01,,,,,
Estonia,2010-01-01,,,,,
Faeroe Islands,2010-01-01,,,,,
Finland,2010-01-01,,,,,
France,2010-01-01,,,,,
Germany,2010-01-01,,,,,
Gibraltar,2010-01-01,,,,,
Greece,2010-01-01,,,,,
Guernsey,2010-01-01,,,,,
Hong Kong,2010-01-01,,,,,
Hungary,2010-01-01,,,,,
Iceland,2010-01-01,,,,,
Ireland,2010-01-01,,,,,
Isle of Man,2010-01-01,,,,,
Israel,2010-01-01,,,,,
Italy,2010-01-01,,,,,
Japan,2010-01-01,,,,,
Jersey,2010-01-01,,,,,
Latvia,2010-01-01,,,,,
Liechtenstein,2010-01-01,,,,,
Lithuania,2010-01-01,,,,,
Luxembourg,2010-01-01,,,,,
Macao,2010-01-01,,,,,
Malta,2010-01-01,,,,,
Martinique,2010-01-01,,,,,
Monaco,2010-01-01,,,,,
Montenegro,2010-01-01,,,,,
Netherlands,2010-01-01,,,,,
New Zealand,2010-01-01,,,,,
Northern Mariana Islands,2010-01-01,,,,,
Norway,2010-01-01,,,,,
Poland,2010-01-01,,,,,
Portugal,2010-01-01,,,,,
Puerto Rico,2010-01-01,,,,,
Romania,2010-01-01,,,,,
Saint Barthlemy,2010-01-01,,,,,
Saint Helena,2010-01-01,,,,,
Saint Martin (French part),2010-01-01,,,,,
Saint Pierre and Miquelon,2010-01-01,,,,,
San Marino,2010-01-01,,,,,
Serbia,2010-01-01,,,,,
Singapore,2010-01-01,,,,,
Sint Maarten (Dutch part),2010-01-01,,,,,
Slovakia,2010-01-01,,,,,
Slovenia,2010-01-01,,,,,
Spain,2010-01-01,,,,,
Sweden,2010-01-01,,,,,
Switzerland,2010-01-01,,,,,
Taiwan,2010-01-01,,,,,
Ukraine,2010-01-01,,,,,
United Kingdom,2010-01-01,,,,,
United States,2010-01-01,,,,,
United States Virgin Islands,2010-01-01,,,,,
Uruguay,2010-01-01,,,,,
Vatican,2010-01-01,,,,,
American Samoa,2011-01-01,,,,,
Andorra,2011-01-01,,,,,
Antigua and Barbuda,2011-01-01,,,,,
Argentina,2011-01-01,,,,,
Aruba,2011-01-01,,,,,
Australia,2011-01-01,,,,,
Austria,2011-01-01,,,,,
Barbados,2011-01-01,,,,,
Belarus,2011-01-01,,,,,
Belgium,2011-01-01,,,,,
Bermuda,2011-01-01,,,,,
Bonaire Sint Eustatius and Saba,2011-01-01,,,,,
Bulgaria,2011-01-01,,,,,
Canada,2011-01-01,,,,,
Costa Rica,2011-01-01,,,,,
Croatia,2011-01-01,,,,,
Cuba,2011-01-01,,,,,
Curacao,2011-01-01,,,,,
Cyprus,2011-01-01,,,,,
Czechia,2011-01-01,,,,,
Denmark,2011-01-01,,,,,
Estonia,2011-01-01,,,,,
Faeroe Islands,2011-01-01,,,,,
Finland,2011-01-01,,,,,
France,2011-01-01,,,,,
Germany,2011-01-01,,,,,
Gibraltar,2011-01-01,,,,,
Greece,2011-01-01,,,,,
Guernsey,2011-01-01,,,,,
Hong Kong,2011-01-01,,,,,
Hungary,2011-01-01,,,,,
Iceland,2011-01-01,,,,,
Ireland,2011-01-01,,,,,
Isle of Man,2011-01-01,,,,,
Israel,2011-01-01,,,,,
Italy,2011-01-01,,,,,
Japan,2011-01-01,,,,,
Jersey,2011-01-01,,,,,
Latvia,2011-01-01,,,,,
Liechtenstein,2011-01-01,,,,,
Lithuania,2011-01-01,,,,,
Luxembourg,2011-01-01,,,,,
Macao,2011-01-01,,,,,
Malta,2011-01-01,,,,,
Martinique,2011-01-01,,,,,
Monaco,2011-01-01,,,,,
Montenegro,2011-01-01,,,,,
Netherlands,2011-01-01,,,,,
New Zealand,2011-01-01,,,,,
Northern Mariana Islands,2011-01-01,,,,,
Norway,2011-01-01,,,,,
Poland,2011-01-01,,,,,
Portugal,2011-01-01,,,,,
Puerto Rico,2011-01-01,,,,,
Romania,2011-01-01,,,,,
Saint Barthlemy,2011-01-01,,,,,
Saint Helena,2011-01-01,,,,,
Saint Martin (French part),2011-01-01,,,,,
Saint Pierre and Miquelon,2011-01-01,,,,,
San Marino,2011-01-01,,,,,
Serbia,2011-01-01,,,,,
Singapore,2011-01-01,,,,,
Sint Maarten (Dutch part),2011-01-01,,,,,
Slovakia,2011-01-01,,,,,
Slovenia,2011-01-01,,,,,
Spain,2011-01-01,,,,,
Sweden,2011-01-01,,,,,
Switzerland,2011-01-01,,,,,
Taiwan,2011-01-01,,,,,
Ukraine,2011-01-01,,,,,
United Kingdom,2011-01-01,,,,,
United States,2011-01-01,,,,,
United States Virgin Islands,2011-01-01,,,,,
Uruguay,2011-01-01,,,,,
Vatican,2011-01-01,,,,,
American Samoa,2012-01-01,72.3,80.18296326109602,0.0,-7.361184558434697,72.82177870266132
Andorra,2012-01-01,82.9,80.18296326109602,0.0,3.757588577472237,83.94055183856825
Antigua and Barbuda,2012-01-01,77.4,80.18296326109602,0.0,-4.454785827604449,75.72817743349157
Argentina,2012-01-01,76.5,80.18296326109602,0.0,-2.2581438392384996,77.92481942185752
Aruba,2012-01-01,75.5,80.18296326109602,0.0,-5.380407191961926,74.8025560691341
Australia,2012-01-01,82.3,80.18296326109602,0.0,4.001903754627178,84.1848670157232
Austria,2012-01-01,80.8,80.18296326109602,0.0,2.1434690639873093,82.32643232508333
Barbados,2012-01-01,76.1,80.18296326109602,0.0,-5.275594923320995,74.90736833777503
Belarus,2012-01-01,72.6,80.18296326109602,0.0,-11.632099418297198,68.55086384279882
Belgium,2012-01-01,80.3,80.18296326109602,0.0,1.4398995240613413,81.62286278515737
Bermuda,2012-01-01,81.3,80.18296326109602,0.0,0.1808302485457407,80.36379350964177
Bonaire Sint Eustatius and Saba,2012-01-01,75.2,80.18296326109602,0.0,-4.814648334214706,75.36831492688131
Bulgaria,2012-01-01,74.4,80.18296326109602,0.0,-7.795531464833422,72.3874317962626
Canada,2012-01-01,81.7,80.18296326109602,0.0,2.4183500793231083,82.60131334041913
Costa Rica,2012-01-01,79.3,80.18296326109602,0.0,-0.3737704918032847,79.80919276929274
Croatia,2012-01-01,77.3,80.18296326109602,0.0,-3.385060814383923,76.7979024467121
Cuba,2012-01-01,77.8,80.18296326109602,0.0,-1.8625594923321,78.32040376876392
Curacao,2012-01-01,75.5,80.18296326109602,0.0,-5.209783183500795,74.97318007759523
Cyprus,2012-01-01,80.1,80.18296326109602,0.0,0.08532522474881166,80.26828848584483
Czechia,2012-01-01,78.0,80.18296326109602,0.0,-1.5445002644103654,78.63846299668566
Denmark,2012-01-01,80.1,80.18296326109602,0.0,-0.1730037017451087,80.00995955935092
Estonia,2012-01-01,76.5,80.18296326109602,0.0,-5.078371232152302,75.10459202894371
Faeroe Islands,2012-01-01,78.9,80.18296326109602,0.0,-3.9715758857747216,76.2113873753213
Finland,2012-01-01,80.5,80.18296326109602,0.0,1.2673453199365416,81.45030858103256
France,2012-01-01,81.8,80.18296326109602,0.0,2.6057905869910107,82.78875384808703
Germany,2012-01-01,80.5,80.18296326109602,0.0,1.6704918032786866,81.85345506437471
Gibraltar,2012-01-01,83.4,80.18296326109602,0.0,3.4166049709148605,83.59956823201088
Greece,2012-01-01,80.3,80.18296326109602,0.0,1.1018773135906899,81.28484057468671
Guernsey,2012-01-01,82.4,80.18296326109602,0.0,4.162189317821261,84.34515257891728
Hong Kong,2012-01-01,83.6,80.18296326109602,0.0,3.2894500264410373,83.47241328753705
Hungary,2012-01-01,75.2,80.18296326109602,0.0,-5.9643310417768385,74.21863221931918
Iceland,2012-01-01,82.6,80.18296326109602,0.0,3.2790586991010073,83.46202196019703
Ireland,2012-01-01,80.8,80.18296326109602,0.0,1.1121099947117887,81.29507325580781
Isle of Man,2012-01-01,79.3,80.18296326109602,0.0,1.1155473294553153,81.29851059055133
Israel,2012-01-01,81.7,80.18296326109602,0.0,3.1008725542041238,83.28383581530015
Italy,2012-01-01,82.3,80.18296326109602,0.0,3.3678476996298237,83.55081096072584
Japan,2012-01-01,83.2,80.18296326109602,0.0,3.357694341618191,83.5406576027142
Jersey,2012-01-01,80.7,80.18296326109602,0.0,3.1082231623479655,83.29118642344399
Latvia,2012-01-01,73.7,80.18296326109602,0.0,-7.661475409836063,72.52148785125996
Liechtenstein,2012-01-01,82.5,80.18296326109602,0.0,5.17932310946589,85.3622863705619
Lithuania,2012-01-01,74.2,80.18296326109602,0.0,-7.7306716023268125,72.45229165876921
Luxembourg,2012-01-01,81.0,80.18296326109602,0.0,2.340772078265466,82.52373533936148
Macao,2012-01-01,83.3,80.18296326109602,0.0,4.767979904812267,84.95094316590828
Malta,2012-01-01,81.4,80.18296326109602,0.0,2.0789000528820702,82.2618633139781
Martinique,2012-01-01,82.2,80.18296326109602,0.0,2.3683236382866184,82.55128689938263
Monaco,2012-01-01,84.5,80.18296326109602,0.0,6.556478053939711,86.73944131503573
Montenegro,2012-01-01,76.3,80.18296326109602,0.0,-5.238048651507144,74.94491460958888
Netherlands,2012-01-01,81.0,80.18296326109602,0.0,1.5735325224748804,81.7564957835709
New Zealand,2012-01-01,81.2,80.18296326109602,0.0,2.717160232681119,82.90012349377714
Northern Mariana Islands,2012-01-01,77.1,80.18296326109602,0.0,-0.6426493918561613,79.54031386923985
Norway,2012-01-01,81.4,80.18296326109602,0.0,2.267503966155476,82.4504672272515
Poland,2012-01-01,76.7,80.18296326109602,0.0,-4.52131147540984,75.66165178568617
Portugal,2012-01-01,80.5,80.18296326109602,0.0,0.8661819143310394,81.04914517542706
Puerto Rico,2012-01-01,78.5,80.18296326109602,0.0,-2.13900052882073,78.04396273227529
Romania,2012-01-01,74.4,80.18296326109602,0.0,-7.308090957165524,72.8748723039305
Saint Barthlemy,2012-01-01,80.0,80.18296326109602,0.0,0.0025647805393944623,80.18552804163542
Saint Helena,2012-01-01,76.2,80.18296326109602,0.0,-1.0900052882073012,79.09295797288871
Saint Martin (French part),2012-01-01,79.0,80.18296326109602,0.0,-0.732760444209413,79.4502028168866
Saint Pierre and Miquelon,2012-01-01,76.8,80.18296326109602,0.0,-2.1051824431517723,78.07778081794424
San Marino,2012-01-01,82.6,80.18296326109602,0.0,3.35483870967742,83.53780197077344
Serbia,2012-01-01,75.1,80.18296326109602,0.0,-5.807694341618193,74.37526891947783
Singapore,2012-01-01,82.2,80.18296326109602,0.0,1.299021681649922,81.48198494274594
Sint Maarten (Dutch part),2012-01-01,74.6,80.18296326109602,0.0,-4.8530407191961915,75.32992254189983
Slovakia,2012-01-01,76.2,80.18296326109602,0.0,-4.798810153358012,75.384153107738
Slovenia,2012-01-01,80.1,80.18296326109602,0.0,-0.07303014278159825,80.10993311831442
Spain,2012-01-01,82.2,80.18296326109602,0.0,2.074775251189844,82.25773851228587
Sweden,2012-01-01,81.7,80.18296326109602,0.0,2.793363299841354,82.97632656093738
Switzerland,2012-01-01,82.6,80.18296326109602,0.0,3.444870438921205,83.62783370001722
Taiwan,2012-01-01,79.3,80.18296326109602,0.0,-1.559756742464307,78.62320651863172
Ukraine,2012-01-01,71.6,80.18296326109602,0.0,-11.740824960338445,68.44213830075758
United Kingdom,2012-01-01,80.9,80.18296326109602,0.0,1.5925700687466957,81.77553332984272
United States,2012-01-01,78.9,80.18296326109602,0.0,-0.1725277630883184,80.0104354980077
United States Virgin Islands,2012-01-01,73.7,80.18296326109602,0.0,-5.450158646218935,74.73280461487708
Uruguay,2012-01-01,77.1,80.18296326109602,0.0,-1.5349550502379703,78.64800821085805
Vatican,2012-01-01,82.0,80.18296326109602,0.0,2.8662876784769935,83.04925093957301
American Samoa,2013-01-01,72.3,80.44870989992431,1.0,-7.5187630631311295,72.92994683679318
Andorra,2013-01-01,82.9,80.44870989992431,1.0,3.72339402180756,84.17210392173187
Antigua and Barbuda,2013-01-01,77.6,80.44870989992431,1.0,-4.781733021077292,75.66697687884702
Argentina,2013-01-01,76.5,80.44870989992431,1.0,-2.1469252851854668,78.30178461473885
Aruba,2013-01-01,75.6,80.44870989992431,1.0,-5.634069905064091,74.81463999486022
Australia,2013-01-01,82.6,80.44870989992431,1.0,4.183337110624257,84.63204701054856
Austria,2013-01-01,81.1,80.44870989992431,1.0,2.264158545491175,82.71286844541548
Barbados,2013-01-01,76.3,80.44870989992431,1.0,-5.5851791694996376,74.86353073042467
Belarus,2013-01-01,73.0,80.44870989992431,1.0,-12.083140691496062,68.36556920842824
Belgium,2013-01-01,80.5,80.44870989992431,1.0,1.5177243081262106,81.96643420805052
Bermuda,2013-01-01,80.0,80.44870989992431,1.0,0.034790108534155983,80.48350000845846
Bonaire Sint Eustatius and Saba,2013-01-01,75.5,80.44870989992431,1.0,-5.101085341593013,75.34762455833129
Bulgaria,2013-01-01,74.8,80.44870989992431,1.0,-8.098573443126591,72.35013645679771
Canada,2013-01-01,81.8,80.44870989992431,1.0,2.458706655586612,82.90741655551092
Costa Rica,2013-01-01,79.4,80.44870989992431,1.0,-0.5521467603434864,79.89656313958082
Croatia,2013-01-01,77.8,80.44870989992431,1.0,-3.4776699151368633,76.97103998478745
Cuba,2013-01-01,77.9,80.44870989992431,1.0,-1.984530734557175,78.46417916536714
Curacao,2013-01-01,75.9,80.44870989992431,1.0,-5.3726826320163195,75.07602726790799
Cyprus,2013-01-01,80.4,80.44870989992431,1.0,0.08752864445619668,80.53623854438051
Czechia,2013-01-01,78.2,80.44870989992431,1.0,-1.4362808793533284,79.01242902057098
Denmark,2013-01-01,80.3,80.44870989992431,1.0,-0.14670872050565453,80.30200117941865
Estonia,2013-01-01,77.1,80.44870989992431,1.0,-5.0251189846642,75.4235909152601
Faeroe Islands,2013-01-01,78.8,80.44870989992431,1.0,-4.397002090100979,76.05170780982333
Finland,2013-01-01,80.9,80.44870989992431,1.0,1.3272833723653399,81.77599327228965
France,2013-01-01,82.0,80.44870989992431,1.0,2.6735677771902004,83.12227767711451
Germany,2013-01-01,80.5,80.44870989992431,1.0,1.7703583389992676,82.21906823892358
Gibraltar,2013-01-01,80.6,80.44870989992431,1.0,3.5414872453476374,83.99019714527195
Greece,2013-01-01,81.0,80.44870989992431,1.0,1.0431681398101251,81.49187803973443
Guernsey,2013-01-01,82.4,80.44870989992431,1.0,4.344466268792024,84.79317616871633
Hong Kong,2013-01-01,83.8,80.44870989992431,1.0,3.227416836644757,83.67612673656907
Hungary,2013-01-01,75.7,80.44870989992431,1.0,-6.020161919871069,74.42854798005324
Iceland,2013-01-01,81.9,80.44870989992431,1.0,3.3474704741759225,83.79618037410023
Ireland,2013-01-01,81.0,80.44870989992431,1.0,1.2197099040568058,81.66841980398111
Isle of Man,2013-01-01,79.5,80.44870989992431,1.0,1.440036765631691,81.888746665556
Israel,2013-01-01,82.1,80.44870989992431,1.0,3.2372428294427227,83.68595272936703
Italy,2013-01-01,82.7,80.44870989992431,1.0,3.4581904258265954,83.90690032575091
Japan,2013-01-01,83.4,80.44870989992431,1.0,3.241215280400896,83.6899251803252
Jersey,2013-01-01,81.0,80.44870989992431,1.0,3.312237163506336,83.76094706343065
Latvia,2013-01-01,74.2,80.44870989992431,1.0,-7.6965160786683775,72.75219382125593
Liechtenstein,2013-01-01,82.4,80.44870989992431,1.0,5.516647780212032,85.96535768013634
Lithuania,2013-01-01,74.3,80.44870989992431,1.0,-7.937828309536402,72.51088159038791
Luxembourg,2013-01-01,81.4,80.44870989992431,1.0,2.5211553473848527,82.96986524730916
Macao,2013-01-01,83.7,80.44870989992431,1.0,4.856371030696782,85.30508093062109
Malta,2013-01-01,82.0,80.44870989992431,1.0,2.179547228727554,82.62825712865187
Martinique,2013-01-01,82.4,80.44870989992431,1.0,2.451225101357304,82.89993500128162
Monaco,2013-01-01,84.9,80.44870989992431,1.0,6.835506534713302,87.28421643463761
Montenegro,2013-01-01,76.6,80.44870989992431,1.0,-5.5508637405253,74.89784615939901
Netherlands,2013-01-01,81.3,80.44870989992431,1.0,1.6063420714663437,82.05505197139065
New Zealand,2013-01-01,81.7,80.44870989992431,1.0,2.9107942383722376,83.35950413829654
Northern Mariana Islands,2013-01-01,77.0,80.44870989992431,1.0,-0.503380675379618,79.9453292245447
Norway,2013-01-01,81.7,80.44870989992431,1.0,2.349758253380678,82.79846815330498
Poland,2013-01-01,77.0,80.44870989992431,1.0,-4.652421243484177,75.79628865644014
Portugal,2013-01-01,80.8,80.44870989992431,1.0,0.9153773513635999,81.36408725128791
Puerto Rico,2013-01-01,78.8,80.44870989992431,1.0,-2.2663556697136817,78.18235423021063
Romania,2013-01-01,75.0,80.44870989992431,1.0,-7.431668807131528,73.01704109279278
Saint Barthlemy,2013-01-01,79.1,80.44870989992431,1.0,-0.015407569691019418,80.43330233023329
Saint Helena,2013-01-01,76.2,80.44870989992431,1.0,-0.9229583742539886,79.52575152567032
Saint Martin (French part),2013-01-01,78.9,80.44870989992431,1.0,-0.75962201908791,79.6890878808364
Saint Pierre and Miquelon,2013-01-01,76.9,80.44870989992431,1.0,-2.1377855002392296,78.31092439968508
San Marino,2013-01-01,82.4,80.44870989992431,1.0,3.3496411573619405,83.79835105728625
Serbia,2013-01-01,75.6,80.44870989992431,1.0,-5.903985041927931,74.54472485799639
Singapore,2013-01-01,82.5,80.44870989992431,1.0,1.2135491425549603,81.66225904247926
Sint Maarten (Dutch part),2013-01-01,74.9,80.44870989992431,1.0,-5.065019767822518,75.38369013210179
Slovakia,2013-01-01,76.5,80.44870989992431,1.0,-4.886748004331294,75.56196189559302
Slovenia,2013-01-01,80.3,80.44870989992431,1.0,-0.019067764599230763,80.42964213532508
Spain,2013-01-01,82.7,80.44870989992431,1.0,2.0140590768300934,82.4627689767544
Sweden,2013-01-01,81.9,80.44870989992431,1.0,2.8456057515549853,83.2943156514793
Switzerland,2013-01-01,82.7,80.44870989992431,1.0,3.507956233789126,83.95666613371344
Taiwan,2013-01-01,79.7,80.44870989992431,1.0,-1.713678829543455,78.73503107038086
Ukraine,2013-01-01,71.9,80.44870989992431,1.0,-12.080325350658507,68.3683845492658
United Kingdom,2013-01-01,80.9,80.44870989992431,1.0,1.69692654428244,82.14563644420674
United States,2013-01-01,79.0,80.44870989992431,1.0,-0.15404925587369256,80.29466064405062
