Country,ds,final_prediction
Mexico,1998-01-01,
Micronesia (country),1998-01-01,
Moldova,1998-01-01,
Montserrat,1998-01-01,
New Caledonia,1998-01-01,
Niue,1998-01-01,
North Korea,1998-01-01,
North Macedonia,1998-01-01,
Palestine,1998-01-01,
Panama,1998-01-01,
Paraguay,1998-01-01,
Peru,1998-01-01,
Philippines,1998-01-01,
Qatar,1998-01-01,
Reunion,1998-01-01,
Russia,1998-01-01,
Saint Kitts and Nevis,1998-01-01,
Saint Lucia,1998-01-01,
Saint Vincent and the Grenadines,1998-01-01,
Samoa,1998-01-01,
Saudi Arabia,1998-01-01,
Seychelles,1998-01-01,
South Korea,1998-01-01,
Sri Lanka,1998-01-01,
Suriname,1998-01-01,
Syria,1998-01-01,
Thailand,1998-01-01,
Tokelau,1998-01-01,
Tonga,1998-01-01,
Trinidad and Tobago,1998-01-01,
Tunisia,1998-01-01,
Turkey,1998-01-01,
Turkmenistan,1998-01-01,
Turks and Caicos Islands,1998-01-01,
United Arab Emirates,1998-01-01,
Uzbekistan,1998-01-01,
Vanuatu,1998-01-01,
Venezuela,1998-01-01,
Vietnam,1998-01-01,
Wallis and Futuna,1998-01-01,
Albania,1999-01-01,
Anguilla,1999-01-01,
Armenia,1999-01-01,
Azerbaijan,1999-01-01,
Bahamas,1999-01-01,
Bahrain,1999-01-01,
Belize,1999-01-01,
Bosnia and Herzegovina,1999-01-01,
Brazil,1999-01-01,
British Virgin Islands,1999-01-01,
Brunei,1999-01-01,
Cape Verde,1999-01-01,
Cayman Islands,1999-01-01,
Chile,1999-01-01,
China,1999-01-01,
Colombia,1999-01-01,
Cook Islands,1999-01-01,
Dominica,1999-01-01,
Dominican Republic,1999-01-01,
Ecuador,1999-01-01,
Falkland Islands,1999-01-01,
Fiji,1999-01-01,
French Guiana,1999-01-01,
French Polynesia,1999-01-01,
Georgia,1999-01-01,
Greenland,1999-01-01,
Grenada,1999-01-01,
Guadeloupe,1999-01-01,
Guam,1999-01-01,
Guyana,1999-01-01,
Jamaica,1999-01-01,
Jordan,1999-01-01,
Kazakhstan,1999-01-01,
Kosovo,1999-01-01,
Kuwait,1999-01-01,
Kyrgyzstan,1999-01-01,
Lebanon,1999-01-01,
Malaysia,1999-01-01,
Mauritius,1999-01-01,
Mayotte,1999-01-01,
Mexico,1999-01-01,
Micronesia (country),1999-01-01,
Moldova,1999-01-01,
Montserrat,1999-01-01,
New Caledonia,1999-01-01,
Niue,1999-01-01,
North Korea,1999-01-01,
North Macedonia,1999-01-01,
Palestine,1999-01-01,
Panama,1999-01-01,
Paraguay,1999-01-01,
Peru,1999-01-01,
Philippines,1999-01-01,
Qatar,1999-01-01,
Reunion,1999-01-01,
Russia,1999-01-01,
Saint Kitts and Nevis,1999-01-01,
Saint Lucia,1999-01-01,
Saint Vincent and the Grenadines,1999-01-01,
Samoa,1999-01-01,
Saudi Arabia,1999-01-01,
Seychelles,1999-01-01,
South Korea,1999-01-01,
Sri Lanka,1999-01-01,
Suriname,1999-01-01,
Syria,1999-01-01,
Thailand,1999-01-01,
Tokelau,1999-01-01,
Tonga,1999-01-01,
Trinidad and Tobago,1999-01-01,
Tunisia,1999-01-01,
Turkey,1999-01-01,
Turkmenistan,1999-01-01,
Turks and Caicos Islands,1999-01-01,
United Arab Emirates,1999-01-01,
Uzbekistan,1999-01-01,
Vanuatu,1999-01-01,
Venezuela,1999-01-01,
Vietnam,1999-01-01,
Wallis and Futuna,1999-01-01,
Albania,2000-01-01,
Anguilla,2000-01-01,
Armenia,2000-01-01,
Azerbaijan,2000-01-01,
Bahamas,2000-01-01,
Bahrain,2000-01-01,
Belize,2000-01-01,
Bosnia and Herzegovina,2000-01-01,
Brazil,2000-01-01,
British Virgin Islands,2000-01-01,
Brunei,2000-01-01,
Cape Verde,2000-01-01,
Cayman Islands,2000-01-01,
Chile,2000-01-01,
China,2000-01-01,
Colombia,2000-01-01,
Cook Islands,2000-01-01,
Dominica,2000-01-01,
Dominican Republic,2000-01-01,
Ecuador,2000-01-01,
Falkland Islands,2000-01-01,
Fiji,2000-01-01,
French Guiana,2000-01-01,
French Polynesia,2000-01-01,
Georgia,2000-01-01,
Greenland,2000-01-01,
Grenada,2000-01-01,
Guadeloupe,2000-01-01,
Guam,2000-01-01,
Guyana,2000-01-01,
Jamaica,2000-01-01,
Jordan,2000-01-01,
Kazakhstan,2000-01-01,
Kosovo,2000-01-01,
Kuwait,2000-01-01,
Kyrgyzstan,2000-01-01,
Lebanon,2000-01-01,
Malaysia,2000-01-01,
Mauritius,2000-01-01,
Mayotte,2000-01-01,
Mexico,2000-01-01,
Micronesia (country),2000-01-01,
Moldova,2000-01-01,
Montserrat,2000-01-01,
New Caledonia,2000-01-01,
Niue,2000-01-01,
North Korea,2000-01-01,
North Macedonia,2000-01-01,
Palestine,2000-01-01,
Panama,2000-01-01,
Paraguay,2000-01-01,
Peru,2000-01-01,
Philippines,2000-01-01,
Qatar,2000-01-01,
Reunion,2000-01-01,
Russia,2000-01-01,
Saint Kitts and Nevis,2000-01-01,
Saint Lucia,2000-01-01,
Saint Vincent and the Grenadines,2000-01-01,
Samoa,2000-01-01,
Saudi Arabia,2000-01-01,
Seychelles,2000-01-01,
South Korea,2000-01-01,
Sri Lanka,2000-01-01,
Suriname,2000-01-01,
Syria,2000-01-01,
Thailand,2000-01-01,
Tokelau,2000-01-01,
Tonga,2000-01-01,
Trinidad and Tobago,2000-01-01,
Tunisia,2000-01-01,
Turkey,2000-01-01,
Turkmenistan,2000-01-01,
Turks and Caicos Islands,2000-01-01,
United Arab Emirates,2000-01-01,
Uzbekistan,2000-01-01,
Vanuatu,2000-01-01,
Venezuela,2000-01-01,
Vietnam,2000-01-01,
Wallis and Futuna,2000-01-01,
Albania,2001-01-01,
Anguilla,2001-01-01,
Armenia,2001-01-01,
Azerbaijan,2001-01-01,
Bahamas,2001-01-01,
Bahrain,2001-01-01,
Belize,2001-01-01,
Bosnia and Herzegovina,2001-01-01,
Brazil,2001-01-01,
British Virgin Islands,2001-01-01,
Brunei,2001-01-01,
Cape Verde,2001-01-01,
Cayman Islands,2001-01-01,
Chile,2001-01-01,
China,2001-01-01,
Colombia,2001-01-01,
Cook Islands,2001-01-01,
Dominica,2001-01-01,
Dominican Republic,2001-01-01,
Ecuador,2001-01-01,
Falkland Islands,2001-01-01,
Fiji,2001-01-01,
French Guiana,2001-01-01,
French Polynesia,2001-01-01,
Georgia,2001-01-01,
Greenland,2001-01-01,
Grenada,2001-01-01,
Guadeloupe,2001-01-01,
Guam,2001-01-01,
Guyana,2001-01-01,
Jamaica,2001-01-01,
Jordan,2001-01-01,
Kazakhstan,2001-01-01,
Kosovo,2001-01-01,
Kuwait,2001-01-01,
Kyrgyzstan,2001-01-01,
Lebanon,2001-01-01,
Malaysia,2001-01-01,
Mauritius,2001-01-01,
Mayotte,2001-01-01,
Mexico,2001-01-01,
Micronesia (country),2001-01-01,
Moldova,2001-01-01,
Montserrat,2001-01-01,
New Caledonia,2001-01-01,
Niue,2001-01-01,
North Korea,2001-01-01,
North Macedonia,2001-01-01,
Palestine,2001-01-01,
Panama,2001-01-01,
Paraguay,2001-01-01,
Peru,2001-01-01,
Philippines,2001-01-01,
Qatar,2001-01-01,
Reunion,2001-01-01,
Russia,2001-01-01,
Saint Kitts and Nevis,2001-01-01,
Saint Lucia,2001-01-01,
Saint Vincent and the Grenadines,2001-01-01,
Samoa,2001-01-01,
Saudi Arabia,2001-01-01,
Seychelles,2001-01-01,
South Korea,2001-01-01,
Sri Lanka,2001-01-01,
Suriname,2001-01-01,
Syria,2001-01-01,
Thailand,2001-01-01,
Tokelau,2001-01-01,
Tonga,2001-01-01,
Trinidad and Tobago,2001-01-01,
Tunisia,2001-01-01,
Turkey,2001-01-01,
Turkmenistan,2001-01-01,
Turks and Caicos Islands,2001-01-01,
United Arab Emirates,2001-01-01,
Uzbekistan,2001-01-01,
Vanuatu,2001-01-01,
Venezuela,2001-01-01,
Vietnam,2001-01-01,
Wallis and Futuna,2001-01-01,
Albania,2002-01-01,
Anguilla,2002-01-01,
Armenia,2002-01-01,
Azerbaijan,2002-01-01,
Bahamas,2002-01-01,
Bahrain,2002-01-01,
Belize,2002-01-01,
Bosnia and Herzegovina,2002-01-01,
Brazil,2002-01-01,
British Virgin Islands,2002-01-01,
Brunei,2002-01-01,
Cape Verde,2002-01-01,
Cayman Islands,2002-01-01,
Chile,2002-01-01,
China,2002-01-01,
Colombia,2002-01-01,
Cook Islands,2002-01-01,
Dominica,2002-01-01,
Dominican Republic,2002-01-01,
Ecuador,2002-01-01,
Falkland Islands,2002-01-01,
Fiji,2002-01-01,
French Guiana,2002-01-01,
French Polynesia,2002-01-01,
Georgia,2002-01-01,
Greenland,2002-01-01,
Grenada,2002-01-01,
Guadeloupe,2002-01-01,
Guam,2002-01-01,
Guyana,2002-01-01,
Jamaica,2002-01-01,
Jordan,2002-01-01,
Kazakhstan,2002-01-01,
Kosovo,2002-01-01,
Kuwait,2002-01-01,
Kyrgyzstan,2002-01-01,
Lebanon,2002-01-01,
Malaysia,2002-01-01,
Mauritius,2002-01-01,
Mayotte,2002-01-01,
Mexico,2002-01-01,
Micronesia (country),2002-01-01,
Moldova,2002-01-01,
Montserrat,2002-01-01,
New Caledonia,2002-01-01,
Niue,2002-01-01,
North Korea,2002-01-01,
North Macedonia,2002-01-01,
Palestine,2002-01-01,
Panama,2002-01-01,
Paraguay,2002-01-01,
Peru,2002-01-01,
Philippines,2002-01-01,
Qatar,2002-01-01,
Reunion,2002-01-01,
Russia,2002-01-01,
Saint Kitts and Nevis,2002-01-01,
Saint Lucia,2002-01-01,
Saint Vincent and the Grenadines,2002-01-01,
Samoa,2002-01-01,
Saudi Arabia,2002-01-01,
Seychelles,2002-01-01,
South Korea,2002-01-01,
Sri Lanka,2002-01-01,
Suriname,2002-01-01,
Syria,2002-01-01,
Thailand,2002-01-01,
Tokelau,2002-01-01,
Tonga,2002-01-01,
Trinidad and Tobago,2002-01-01,
Tunisia,2002-01-01,
Turkey,2002-01-01,
Turkmenistan,2002-01-01,
Turks and Caicos Islands,2002-01-01,
United Arab Emirates,2002-01-01,
Uzbekistan,2002-01-01,
Vanuatu,2002-01-01,
Venezuela,2002-01-01,
Vietnam,2002-01-01,
Wallis and Futuna,2002-01-01,
Albania,2003-01-01,
Anguilla,2003-01-01,
Armenia,2003-01-01,
Azerbaijan,2003-01-01,
Bahamas,2003-01-01,
Bahrain,2003-01-01,
Belize,2003-01-01,
Bosnia and Herzegovina,2003-01-01,
Brazil,2003-01-01,
British Virgin Islands,2003-01-01,
Brunei,2003-01-01,
Cape Verde,2003-01-01,
Cayman Islands,2003-01-01,
Chile,2003-01-01,
China,2003-01-01,
Colombia,2003-01-01,
Cook Islands,2003-01-01,
Dominica,2003-01-01,
Dominican Republic,2003-01-01,
Ecuador,2003-01-01,
Falkland Islands,2003-01-01,
Fiji,2003-01-01,
French Guiana,2003-01-01,
French Polynesia,2003-01-01,
Georgia,2003-01-01,
Greenland,2003-01-01,
Grenada,2003-01-01,
Guadeloupe,2003-01-01,
Guam,2003-01-01,
Guyana,2003-01-01,
Jamaica,2003-01-01,
Jordan,2003-01-01,
Kazakhstan,2003-01-01,
Kosovo,2003-01-01,
Kuwait,2003-01-01,
Kyrgyzstan,2003-01-01,
Lebanon,2003-01-01,
Malaysia,2003-01-01,
Mauritius,2003-01-01,
Mayotte,2003-01-01,
Mexico,2003-01-01,
Micronesia (country),2003-01-01,
Moldova,2003-01-01,
Montserrat,2003-01-01,
New Caledonia,2003-01-01,
Niue,2003-01-01,
North Korea,2003-01-01,
North Macedonia,2003-01-01,
Palestine,2003-01-01,
Panama,2003-01-01,
Paraguay,2003-01-01,
Peru,2003-01-01,
Philippines,2003-01-01,
Qatar,2003-01-01,
Reunion,2003-01-01,
Russia,2003-01-01,
Saint Kitts and Nevis,2003-01-01,
Saint Lucia,2003-01-01,
Saint Vincent and the Grenadines,2003-01-01,
Samoa,2003-01-01,
Saudi Arabia,2003-01-01,
Seychelles,2003-01-01,
South Korea,2003-01-01,
Sri Lanka,2003-01-01,
Suriname,2003-01-01,
Syria,2003-01-01,
Thailand,2003-01-01,
Tokelau,2003-01-01,
Tonga,2003-01-01,
Trinidad and Tobago,2003-01-01,
Tunisia,2003-01-01,
Turkey,2003-01-01,
Turkmenistan,2003-01-01,
Turks and Caicos Islands,2003-01-01,
United Arab Emirates,2003-01-01,
Uzbekistan,2003-01-01,
Vanuatu,2003-01-01,
Venezuela,2003-01-01,
Vietnam,2003-01-01,
Wallis and Futuna,2003-01-01,
Albania,2004-01-01,
Anguilla,2004-01-01,
Armenia,2004-01-01,
Azerbaijan,2004-01-01,
Bahamas,2004-01-01,
Bahrain,2004-01-01,
Belize,2004-01-01,
Bosnia and Herzegovina,2004-01-01,
Brazil,2004-01-01,
British Virgin Islands,2004-01-01,
Brunei,2004-01-01,
Cape Verde,2004-01-01,
Cayman Islands,2004-01-01,
Chile,2004-01-01,
China,2004-01-01,
Colombia,2004-01-01,
Cook Islands,2004-01-01,
Dominica,2004-01-01,
Dominican Republic,2004-01-01,
Ecuador,2004-01-01,
Falkland Islands,2004-01-01,
Fiji,2004-01-01,
French Guiana,2004-01-01,
French Polynesia,2004-01-01,
Georgia,2004-01-01,
Greenland,2004-01-01,
Grenada,2004-01-01,
Guadeloupe,2004-01-01,
Guam,2004-01-01,
Guyana,2004-01-01,
Jamaica,2004-01-01,
Jordan,2004-01-01,
Kazakhstan,2004-01-01,
Kosovo,2004-01-01,
Kuwait,2004-01-01,
Kyrgyzstan,2004-01-01,
Lebanon,2004-01-01,
Malaysia,2004-01-01,
Mauritius,2004-01-01,
Mayotte,2004-01-01,
Mexico,2004-01-01,
Micronesia (country),2004-01-01,
Moldova,2004-01-01,
Montserrat,2004-01-01,
New Caledonia,2004-01-01,
Niue,2004-01-01,
North Korea,2004-01-01,
North Macedonia,2004-01-01,
Palestine,2004-01-01,
Panama,2004-01-01,
Paraguay,2004-01-01,
Peru,2004-01-01,
Philippines,2004-01-01,
Qatar,2004-01-01,
Reunion,2004-01-01,
Russia,2004-01-01,
Saint Kitts and Nevis,2004-01-01,
Saint Lucia,2004-01-01,
Saint Vincent and the Grenadines,2004-01-01,
Samoa,2004-01-01,
Saudi Arabia,2004-01-01,
Seychelles,2004-01-01,
South Korea,2004-01-01,
Sri Lanka,2004-01-01,
Suriname,2004-01-01,
Syria,2004-01-01,
Thailand,2004-01-01,
Tokelau,2004-01-01,
Tonga,2004-01-01,
Trinidad and Tobago,2004-01-01,
Tunisia,2004-01-01,
Turkey,2004-01-01,
Turkmenistan,2004-01-01,
Turks and Caicos Islands,2004-01-01,
United Arab Emirates,2004-01-01,
Uzbekistan,2004-01-01,
Vanuatu,2004-01-01,
Venezuela,2004-01-01,
Vietnam,2004-01-01,
Wallis and Futuna,2004-01-01,
Albania,2005-01-01,75.42831960529583
Anguilla,2005-01-01,77.73475375814506
Armenia,2005-01-01,72.1723104572112
Azerbaijan,2005-01-01,66.03895044196439
Bahamas,2005-01-01,73.23141470725884
Bahrain,2005-01-01,74.0402997844458
Belize,2005-01-01,69.27604973679954
Bosnia and Herzegovina,2005-01-01,71.69193691042256
Brazil,2005-01-01,72.42525499694818
British Virgin Islands,2005-01-01,73.69455554964497
Brunei,2005-01-01,74.88321573641836
Cape Verde,2005-01-01,72.20588773946773
Cayman Islands,2005-01-01,74.44112311206159
Chile,2005-01-01,79.57380845606768
China,2005-01-01,74.96716084791065
Colombia,2005-01-01,72.17798608137738
Cook Islands,2005-01-01,67.32928396588284
Dominica,2005-01-01,69.86229711625447
Dominican Republic,2005-01-01,72.32812520849764
Ecuador,2005-01-01,76.52884180845952
Falkland Islands,2005-01-01,72.77953744406081
Fiji,2005-01-01,66.3920817550957
French Guiana,2005-01-01,74.36522069163087
French Polynesia,2005-01-01,82.58605545435242
Georgia,2005-01-01,70.46728663407416
Greenland,2005-01-01,66.48206079073512
Grenada,2005-01-01,72.86422964913038
Guadeloupe,2005-01-01,79.00980235734461
Guam,2005-01-01,76.85927062492608
Guyana,2005-01-01,64.16230855136024
Jamaica,2005-01-01,71.39879035048354
Jordan,2005-01-01,72.16358547150509
Kazakhstan,2005-01-01,65.28774785000708
Kosovo,2005-01-01,75.67806993881973
Kuwait,2005-01-01,77.29447169220262
Kyrgyzstan,2005-01-01,67.25131560300879
Lebanon,2005-01-01,78.19335867524053
Malaysia,2005-01-01,73.60784695425713
Mauritius,2005-01-01,73.83076290622968
Mayotte,2005-01-01,76.11072860091235
Mexico,2005-01-01,74.91493671983746
Micronesia (country),2005-01-01,70.93647283571319
Moldova,2005-01-01,66.64188545244656
Montserrat,2005-01-01,75.1060516426505
New Caledonia,2005-01-01,76.16550275757331
Niue,2005-01-01,66.5772084941847
North Korea,2005-01-01,59.624641312938294
North Macedonia,2005-01-01,73.13009967009475
Palestine,2005-01-01,74.94688259367013
Panama,2005-01-01,75.07843586220453
Paraguay,2005-01-01,71.8918378061725
Peru,2005-01-01,73.93499389536633
Philippines,2005-01-01,70.9575896643772
Qatar,2005-01-01,75.9564728357132
Reunion,2005-01-01,77.91167390298973
Russia,2005-01-01,63.883467308745395
Saint Kitts and Nevis,2005-01-01,71.46745053725694
Saint Lucia,2005-01-01,71.19251247741322
Saint Vincent and the Grenadines,2005-01-01,70.95864169410848
Samoa,2005-01-01,72.20908956908465
Saudi Arabia,2005-01-01,76.82535410119823
Seychelles,2005-01-01,72.57738383247326
South Korea,2005-01-01,75.4578793537235
Sri Lanka,2005-01-01,72.02154239927333
Suriname,2005-01-01,66.13878272707969
Syria,2005-01-01,72.24731712768957
Thailand,2005-01-01,75.1440619342457
Tokelau,2005-01-01,74.36557517990988
Tonga,2005-01-01,69.73405240499088
Trinidad and Tobago,2005-01-01,69.69361787097144
Tunisia,2005-01-01,77.01178825404749
Turkey,2005-01-01,74.95321001886548
Turkmenistan,2005-01-01,66.32777834362247
Turks and Caicos Islands,2005-01-01,75.32008632913801
United Arab Emirates,2005-01-01,75.74304420983175
Uzbekistan,2005-01-01,67.04619648732364
Vanuatu,2005-01-01,71.67311853801928
Venezuela,2005-01-01,72.93818428987748
Vietnam,2005-01-01,75.60002915360913
Wallis and Futuna,2005-01-01,80.42578101181383
Albania,2006-01-01,75.4278590104046
Anguilla,2006-01-01,78.15698830877918
Armenia,2006-01-01,72.55906677538594
Azerbaijan,2006-01-01,66.34107908173787
Bahamas,2006-01-01,73.52593219508155
Bahrain,2006-01-01,73.79808526214029
Belize,2006-01-01,69.19520524907159
Bosnia and Herzegovina,2006-01-01,71.63931698639088
Brazil,2006-01-01,72.94605335274989
British Virgin Islands,2006-01-01,73.60764909453432
Brunei,2006-01-01,75.04804523927007
Cape Verde,2006-01-01,72.84861536097227
Cayman Islands,2006-01-01,74.62684673127912
Chile,2006-01-01,80.10892873732338
China,2006-01-01,75.44454146840782
Colombia,2006-01-01,72.37193780372868
Cook Islands,2006-01-01,67.0227145741281
Dominica,2006-01-01,69.53810323159222
Dominican Republic,2006-01-01,72.7798299325642
Ecuador,2006-01-01,77.20208074255086
Falkland Islands,2006-01-01,73.98311425830134
Fiji,2006-01-01,66.44438355504235
French Guiana,2006-01-01,74.5959937268412
French Polynesia,2006-01-01,83.3396668461747
Georgia,2006-01-01,70.64086399284355
Greenland,2006-01-01,66.4503812680212
Grenada,2006-01-01,72.96990371622289
Guadeloupe,2006-01-01,79.33933468357839
Guam,2006-01-01,77.23085636943969
Guyana,2006-01-01,64.25344778221978
Jamaica,2006-01-01,71.40742420412073
Jordan,2006-01-01,72.2041905195663
Kazakhstan,2006-01-01,65.43272383111847
Kosovo,2006-01-01,76.1146280484944
Kuwait,2006-01-01,77.41253460734436
Kyrgyzstan,2006-01-01,67.5748123715089
Lebanon,2006-01-01,79.32873379599634
Malaysia,2006-01-01,73.70437756522504
Mauritius,2006-01-01,74.2194169074342
Mayotte,2006-01-01,76.28798643015466
Mexico,2006-01-01,75.2514477277669
Micronesia (country),2006-01-01,71.18723933657738
Moldova,2006-01-01,66.66349161679192
Montserrat,2006-01-01,75.23835670977023
New Caledonia,2006-01-01,76.63304483087343
Niue,2006-01-01,66.43917214171773
North Korea,2006-01-01,58.68564087214875
North Macedonia,2006-01-01,73.15956284116504
Palestine,2006-01-01,75.62820887018842
Panama,2006-01-01,75.32359017651312
Paraguay,2006-01-01,72.30147277609383
Peru,2006-01-01,74.68180684454111
Philippines,2006-01-01,71.37786254984209
Qatar,2006-01-01,76.07435333369138
Reunion,2006-01-01,78.27049044605491
Russia,2006-01-01,63.616087113538356
Saint Kitts and Nevis,2006-01-01,71.90682467786083
Saint Lucia,2006-01-01,71.14973055604973
Saint Vincent and the Grenadines,2006-01-01,70.7314371094544
Samoa,2006-01-01,72.5104575020597
Saudi Arabia,2006-01-01,77.48336365251302
Seychelles,2006-01-01,72.92753365441887
South Korea,2006-01-01,75.48105485020423
Sri Lanka,2006-01-01,72.08037010517984
Suriname,2006-01-01,66.28093668744454
Syria,2006-01-01,72.3882426309769
Thailand,2006-01-01,75.54775554992378
Tokelau,2006-01-01,74.84585950048056
Tonga,2006-01-01,69.89332580775819
Trinidad and Tobago,2006-01-01,69.76355178722945
Tunisia,2006-01-01,77.51680752520218
Turkey,2006-01-01,75.55769619627952
Turkmenistan,2006-01-01,66.57375326290263
Turks and Caicos Islands,2006-01-01,75.64816639693841
United Arab Emirates,2006-01-01,75.89641954839911
Uzbekistan,2006-01-01,67.25332226832069
Vanuatu,2006-01-01,72.12237124869043
Venezuela,2006-01-01,73.00531742201396
Vietnam,2006-01-01,76.16580150815841
Wallis and Futuna,2006-01-01,81.49367757339297
Albania,2007-01-01,75.41379264580037
Anguilla,2007-01-01,78.58690200582134
Armenia,2007-01-01,72.95859444446512
Azerbaijan,2007-01-01,66.65301626230303
Bahamas,2007-01-01,73.82966332593122
Bahrain,2007-01-01,73.52926907271672
Belize,2007-01-01,69.10565532135718
Bosnia and Herzegovina,2007-01-01,71.57913284019716
Brazil,2007-01-01,73.47667407751
British Virgin Islands,2007-01-01,73.5083853453881
Brunei,2007-01-01,75.2095125630893
Cape Verde,2007-01-01,73.50462181993639
Cayman Islands,2007-01-01,74.81229744123664
Chile,2007-01-01,80.65229877389935
China,2007-01-01,75.92396700966887
Colombia,2007-01-01,72.56525242732967
Cook Islands,2007-01-01,66.69466652862064
Dominica,2007-01-01,69.19400767737588
Dominican Republic,2007-01-01,73.23618744067778
Ecuador,2007-01-01,77.8883020324746
Falkland Islands,2007-01-01,75.2250026175565
Fiji,2007-01-01,66.4957435350303
French Guiana,2007-01-01,74.825518143077
French Polynesia,2007-01-01,84.10881106663805
Georgia,2007-01-01,70.81937198866868
Greenland,2007-01-01,66.41333476868907
Grenada,2007-01-01,73.07432923598938
Guadeloupe,2007-01-01,79.66972492933941
Guam,2007-01-01,77.60930281917548
Guyana,2007-01-01,64.34749164458377
Jamaica,2007-01-01,71.41464400232204
Jordan,2007-01-01,72.2333737168313
Kazakhstan,2007-01-01,65.5836977258246
Kosovo,2007-01-01,76.56270931999012
Kuwait,2007-01-01,77.52274663454583
Kyrgyzstan,2007-01-01,67.90711381321289
Lebanon,2007-01-01,80.50443034639832
Malaysia,2007-01-01,73.79457487581794
Mauritius,2007-01-01,74.61363814290505
Mayotte,2007-01-01,76.45785700911001
Mexico,2007-01-01,75.58848735856857
Micronesia (country),2007-01-01,71.4405292987535
Moldova,2007-01-01,66.68654794743352
Montserrat,2007-01-01,75.36481690456047
New Caledonia,2007-01-01,77.10693940635527
Niue,2007-01-01,66.29513235871903
North Korea,2007-01-01,57.702554516171
North Macedonia,2007-01-01,73.18057693069787
Palestine,2007-01-01,76.32080739536724
Panama,2007-01-01,75.57169684024875
Paraguay,2007-01-01,72.72403149334804
Peru,2007-01-01,75.44447862317949
Philippines,2007-01-01,71.8102241189945
Qatar,2007-01-01,76.18783848079953
Reunion,2007-01-01,78.6298400542013
Russia,2007-01-01,63.34472899181118
Saint Kitts and Nevis,2007-01-01,72.35797217696103
Saint Lucia,2007-01-01,71.09726612366312
Saint Vincent and the Grenadines,2007-01-01,70.48883066967653
Samoa,2007-01-01,72.81396722461447
Saudi Arabia,2007-01-01,78.14720718558034
Seychelles,2007-01-01,73.28180298038468
South Korea,2007-01-01,75.4874965453434
Sri Lanka,2007-01-01,72.13664046001858
Suriname,2007-01-01,66.4259972138242
Syria,2007-01-01,72.52289967581108
Thailand,2007-01-01,75.95194905741259
Tokelau,2007-01-01,75.33798911467409
Tonga,2007-01-01,70.05507939612386
Trinidad and Tobago,2007-01-01,69.83481213276822
Tunisia,2007-01-01,78.01946669369885
Turkey,2007-01-01,76.1721873031126
Turkmenistan,2007-01-01,66.82451408920303
Turks and Caicos Islands,2007-01-01,75.97748025246712
United Arab Emirates,2007-01-01,76.03812341268328
Uzbekistan,2007-01-01,67.46674316102495
Vanuatu,2007-01-01,72.57629551532409
Venezuela,2007-01-01,73.06752392941249
Vietnam,2007-01-01,76.74359197259075
Wallis and Futuna,2007-01-01,82.58239111452792
Albania,2008-01-01,75.38612051148311
Anguilla,2008-01-01,79.02449484927155
Armenia,2008-01-01,73.37089346444871
Azerbaijan,2008-01-01,66.97476198365983
Bahamas,2008-01-01,74.14260809980783
Bahrain,2008-01-01,73.2338512161751
Belize,2008-01-01,69.0073999536563
Bosnia and Herzegovina,2008-01-01,71.51138447184141
Brazil,2008-01-01,74.01711717122853
British Virgin Islands,2008-01-01,73.39676430220636
Brunei,2008-01-01,75.36761770787604
Cape Verde,2008-01-01,74.17390711636008
Cayman Islands,2008-01-01,74.99747524193417
Chile,2008-01-01,81.20391856579556
China,2008-01-01,76.40543747169383
Colombia,2008-01-01,72.75792995218035
Cook Islands,2008-01-01,66.34513982936045
Dominica,2008-01-01,68.83001045360544
Dominican Republic,2008-01-01,73.69719773283839
Ecuador,2008-01-01,78.58750567823074
Falkland Islands,2008-01-01,76.50520252182629
Fiji,2008-01-01,66.54616169505955
French Guiana,2008-01-01,75.05379394033827
French Polynesia,2008-01-01,84.89348811574247
Georgia,2008-01-01,71.00281062154959
Greenland,2008-01-01,66.37092129273871
Grenada,2008-01-01,73.17750620842988
Guadeloupe,2008-01-01,80.00097309462765
Guam,2008-01-01,77.99460997413345
Guyana,2008-01-01,64.4444401384522
Jamaica,2008-01-01,71.42044974508742
Jordan,2008-01-01,72.25113506330005
Kazakhstan,2008-01-01,65.74066953412547
Kosovo,2008-01-01,77.02231375330693
Kuwait,2008-01-01,77.62510777380703
Kyrgyzstan,2008-01-01,68.24821992812076
Lebanon,2008-01-01,81.72044832644646
Malaysia,2008-01-01,73.87843888603585
Mauritius,2008-01-01,75.01342661264223
Mayotte,2008-01-01,76.62034033777842
Mexico,2008-01-01,75.92605561224245
Micronesia (country),2008-01-01,71.69634272224157
Moldova,2008-01-01,66.71105444437137
Montserrat,2008-01-01,75.48543222702125
New Caledonia,2008-01-01,77.58718648401879
Niue,2008-01-01,66.14508914518859
North Korea,2008-01-01,56.67538224500504
North Macedonia,2008-01-01,73.19314193869323
Palestine,2008-01-01,77.02467816920661
Panama,2008-01-01,75.82275585341141
Paraguay,2008-01-01,73.15951395793515
Peru,2008-01-01,76.22300923128145
Philippines,2008-01-01,72.25467437183438
Qatar,2008-01-01,76.29692827703765
Reunion,2008-01-01,78.98972272742893
Russia,2008-01-01,63.069392943563884
Saint Kitts and Nevis,2008-01-01,72.82089303455751
Saint Lucia,2008-01-01,71.03511918025339
Saint Vincent and the Grenadines,2008-01-01,70.23082237477486
Samoa,2008-01-01,73.11961873674896
Saudi Arabia,2008-01-01,78.81688470040024
Seychelles,2008-01-01,73.6401918103707
South Korea,2008-01-01,75.47720443914103
